D:\CAR TRAIN\IMG\center_2019_07_16_22_49_44_523.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_44_523.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_44_523.jpg, 0, 0, 0, 7.874666E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_44_633.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_44_633.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_44_633.jpg, 0, 0, 0, 8.011018E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_44_739.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_44_739.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_44_739.jpg, 0, 0, 0, 7.961145E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_44_853.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_44_853.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_44_853.jpg, 0, 0, 0, 7.730111E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_44_952.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_44_952.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_44_952.jpg, 0, 0, 0, 7.836018E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_45_082.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_45_082.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_45_082.jpg, 0, 0, 0, 7.874325E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_45_241.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_45_241.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_45_241.jpg, 0, 0, 0, 7.798924E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_45_346.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_45_346.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_45_346.jpg, 0, 0, 0, 8.068598E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_45_471.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_45_471.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_45_471.jpg, 0, 0, 0, 7.750079E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_45_631.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_45_631.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_45_631.jpg, 0, 0, 0, 7.781175E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_45_756.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_45_756.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_45_756.jpg, 0, 0, 0, 8.194635E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_45_924.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_45_924.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_45_924.jpg, 0, 0, 0, 8.006452E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_46_028.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_46_028.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_46_028.jpg, 0, 0, 0, 7.93481E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_46_135.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_46_135.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_46_135.jpg, 0, 0, 0, 7.854919E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_46_237.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_46_237.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_46_237.jpg, 0, 0, 0, 8.067816E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_46_338.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_46_338.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_46_338.jpg, 0, 0, 0, 7.962915E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_46_466.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_46_466.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_46_466.jpg, 0, 0, 0, 7.887583E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_46_626.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_46_626.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_46_626.jpg, 0, 0, 0, 7.770828E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_46_726.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_46_726.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_46_726.jpg, 0, 0, 0, 7.825236E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_46_851.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_46_851.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_46_851.jpg, 0, 0, 0, 8.55488E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_47_012.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_47_012.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_47_012.jpg, 0, 0, 0, 7.838311E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_47_135.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_47_135.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_47_135.jpg, 0, 0, 0, 8.079251E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_47_297.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_47_297.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_47_297.jpg, 0, 0, 0, 8.246164E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_47_419.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_47_419.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_47_419.jpg, 0, 0, 0, 7.909116E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_47_581.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_47_581.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_47_581.jpg, 0, 0, 0, 7.834944E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_47_704.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_47_704.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_47_704.jpg, 0, 0, 0, 7.810644E-05
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_47_867.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_47_867.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_47_867.jpg, 0, 0.4811324, 0, 0.879899
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_47_978.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_47_978.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_47_978.jpg, 0, 0.7962025, 0, 1.824638
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_48_091.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_48_091.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_48_091.jpg, -0.08531138, 1, 0, 3.227503
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_48_250.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_48_250.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_48_250.jpg, 0, 1, 0, 5.100385
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_48_377.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_48_377.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_48_377.jpg, 0, 1, 0, 6.485138
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_48_537.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_48_537.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_48_537.jpg, 0, 1, 0, 8.30647
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_48_637.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_48_637.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_48_637.jpg, 0, 1, 0, 9.430431
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_48_766.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_48_766.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_48_766.jpg, 0, 1, 0, 10.98546
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_48_939.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_48_939.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_48_939.jpg, 0, 0.5169407, 0, 11.91827
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_49_086.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_49_086.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_49_086.jpg, -0.4259101, 0.09103057, 0, 11.92668
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_49_233.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_49_233.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_49_233.jpg, -0.8791363, 0, 0, 11.41078
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_49_378.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_49_378.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_49_378.jpg, -0.4673016, 0, 0, 11.40312
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_49_534.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_49_534.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_49_534.jpg, 0, 0, 0, 11.07656
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_49_649.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_49_649.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_49_649.jpg, 0, 0, 0, 10.92028
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_49_806.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_49_806.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_49_806.jpg, 0, 0, 0, 10.74534
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_49_907.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_49_907.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_49_907.jpg, 0, 0, 0, 10.63749
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_50_008.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_50_008.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_50_008.jpg, 0, 0.3040112, 0, 10.87361
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_50_110.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_50_110.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_50_110.jpg, 0, 0.6091686, 0, 11.36103
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_50_222.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_50_222.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_50_222.jpg, 0, 0.9106832, 0, 12.29813
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_50_337.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_50_337.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_50_337.jpg, -0.3823324, 1, 0, 13.71476
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_50_515.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_50_515.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_50_515.jpg, 0, 0.5119, 0, 14.55903
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_50_645.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_50_645.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_50_645.jpg, 0, 0.1182538, 0, 14.4406
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_50_802.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_50_802.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_50_802.jpg, 0, 0.5856109, 0, 15.20553
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_50_915.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_50_915.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_50_915.jpg, 0, 0.9701918, 0, 16.40989
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_51_074.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_51_074.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_51_074.jpg, -0.4748492, 1, 0, 17.92194
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_51_178.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_51_178.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_51_178.jpg, -0.7823356, 1, 0, 18.69517
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_51_279.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_51_279.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_51_279.jpg, -1, 1, 0, 19.45459
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_51_379.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_51_379.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_51_379.jpg, -1, 1, 0, 20.25047
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_51_483.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_51_483.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_51_483.jpg, -0.6875963, 0.6875963, 0, 21.07344
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_51_592.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_51_592.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_51_592.jpg, -0.3574551, 0.3574551, 0, 21.53712
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_51_725.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_51_725.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_51_725.jpg, 0, 0, 0, 21.17018
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_51_877.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_51_877.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_51_877.jpg, 0, 0, 0, 21.03186
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_51_978.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_51_978.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_51_978.jpg, 0.3020073, 0, 0, 20.52401
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_52_080.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_52_080.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_52_080.jpg, 0.6057783, 0, 0, 20.30313
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_52_180.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_52_180.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_52_180.jpg, 0.906858, 0, 0, 19.51944
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_52_280.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_52_280.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_52_280.jpg, 0.6066755, 0, 0, 19.60344
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_52_412.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_52_412.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_52_412.jpg, 0.2103821, 0, 0, 18.9838
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_52_562.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_52_562.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_52_562.jpg, 0, 0.4457411, 0, 19.72339
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_52_692.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_52_692.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_52_692.jpg, -0.3968972, 0.8426383, 0, 20.38913
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_52_843.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_52_843.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_52_843.jpg, 0, 1, 0, 21.96972
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_52_974.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_52_974.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_52_974.jpg, 0, 0.6006765, 0, 22.71107
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_53_125.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_53_125.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_53_125.jpg, 0, 0.1516573, 0, 22.66693
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_53_261.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_53_261.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_53_261.jpg, 0, 0, 0, 22.36067
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_53_412.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_53_412.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_53_412.jpg, 0, 0.4524968, 0, 22.89633
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_53_545.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_53_545.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_53_545.jpg, -0.3997268, 0.8522236, 0, 23.74933
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_53_711.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_53_711.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_53_711.jpg, -0.8971617, 1, 0, 24.567
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_53_842.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_53_842.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_53_842.jpg, -0.5019682, 0.6048065, 0, 25.43886
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_53_991.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_53_991.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_53_991.jpg, -0.0574052, 0.1602435, 0, 25.3811
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_54_091.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_54_091.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_54_091.jpg, 0, 0, 0, 25.12343
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_54_194.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_54_194.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_54_194.jpg, 0, 0, 0, 24.87179
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_54_296.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_54_296.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_54_296.jpg, 0, 0, 0, 24.62142
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_54_405.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_54_405.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_54_405.jpg, 0, 0, 0, 24.32515
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_54_507.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_54_507.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_54_507.jpg, 0, 0, 0, 24.0808
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_54_608.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_54_608.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_54_608.jpg, 0.3028082, 0, 0, 23.73801
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_54_711.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_54_711.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_54_711.jpg, 0, 0, 0, 23.48595
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_54_813.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_54_813.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_54_813.jpg, 0, 0, 0, 23.2485
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_54_917.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_54_917.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_54_917.jpg, 0, 0, 0, 23.01454
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_55_019.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_55_019.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_55_019.jpg, 0, 0, 0, 22.7831
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_55_121.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_55_121.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_55_121.jpg, 0, 0, 0, 22.5547
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_55_222.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_55_222.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_55_222.jpg, -0.3028467, 0, 0, 22.17012
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_55_327.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_55_327.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_55_327.jpg, 0, 0, 0, 21.94015
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_55_433.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_55_433.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_55_433.jpg, 0, 0, 0, 21.71455
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_55_539.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_55_539.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_55_539.jpg, 0, 0, 0, 21.4989
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_55_639.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_55_639.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_55_639.jpg, 0, 0, 0, 21.28084
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_55_744.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_55_744.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_55_744.jpg, 0.3141571, 0, 0, 20.90812
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_55_848.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_55_848.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_55_848.jpg, 0, 0, 0, 20.69913
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_55_952.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_55_952.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_55_952.jpg, 0, 0, 0, 20.46535
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_56_056.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_56_056.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_56_056.jpg, 0, 0, 0, 20.31243
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_56_158.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_56_158.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_56_158.jpg, 0, 0, 0, 19.95547
D:\CAR TRAIN\IMG\center_2019_07_16_22_49_56_259.jpg, D:\CAR TRAIN\IMG\left_2019_07_16_22_49_56_259.jpg, D:\CAR TRAIN\IMG\right_2019_07_16_22_49_56_259.jpg, -0.3060569, 0.3060569, 0, 20.19436
